Geographic_Area_Name,zipCode,"Total_Housing_Units!!Occupied_Units!!1-unit,_attached_2022","Total_Housing_Units!!Occupied_Units!!1-unit,_attached_2023","Total_Housing_Units!!Occupied_Units!!1-unit,_detached_2022","Total_Housing_Units!!Occupied_Units!!1-unit,_detached_2023",Total_Housing_Units!!Occupied_Units!!10_or_more_units_2022,Total_Housing_Units!!Occupied_Units!!10_or_more_units_2023,Total_Housing_Units!!Occupied_Units!!2-9_units_2022,Total_Housing_Units!!Occupied_Units!!2-9_units_2023,"Total_Housing_Units!!Occupied_Units!!mobile-home,_Boat,_RV,_Van,_etc._2022","Total_Housing_Units!!Occupied_Units!!mobile-home,_Boat,_RV,_Van,_etc._2023",Total_Housing_Units!!Occupied_Units_2022,Total_Housing_Units!!Occupied_Units_2023,"Total_Housing_Units!!Vacant_Units!!1-unit,_attached_2022","Total_Housing_Units!!Vacant_Units!!1-unit,_attached_2023","Total_Housing_Units!!Vacant_Units!!1-unit,_detached_2022","Total_Housing_Units!!Vacant_Units!!1-unit,_detached_2023",Total_Housing_Units!!Vacant_Units!!10_or_more_units_2022,Total_Housing_Units!!Vacant_Units!!10_or_more_units_2023,Total_Housing_Units!!Vacant_Units!!2-9_units_2022,Total_Housing_Units!!Vacant_Units!!2-9_units_2023,Total_Housing_Units!!Vacant_Units!!mobile-home_2022,Total_Housing_Units!!Vacant_Units!!mobile-home_2023,Total_Housing_Units!!Vacant_Units_2022,Total_Housing_Units!!Vacant_Units_2023,Total_Housing_Units_2022,Total_Housing_Units_2023
ZCTA5 42134,42134,54,49,5607,5754,157,131,851,848,593,560,7262,7342,0,0,611,615,80,30,93,66,70,85,854,796,8116,8138
ZCTA5 42140,42140,3,3,393,411,0,0,15,16,102,128,513,558,0,0,62,59,0,0,0,0,78,65,140,124,653,682
ZCTA5 42141,42141,238,285,9354,9447,251,223,1707,1937,992,1001,12542,12893,0,0,1000,878,126,103,217,309,192,202,1535,1492,14077,14385
ZCTA5 42151,42151,0,0,60,59,0,0,0,0,32,58,92,117,0,0,25,25,0,0,0,0,0,0,25,25,117,142
ZCTA5 42153,42153,0,0,15,8,0,0,0,0,17,15,32,23,0,0,0,0,0,0,0,0,0,0,0,0,32,23
ZCTA5 42154,42154,0,0,150,178,0,0,0,0,72,80,222,258,0,0,25,27,0,0,0,0,22,24,47,51,269,309
ZCTA5 42156,42156,7,7,122,82,0,0,0,0,20,27,149,116,31,0,53,41,0,0,0,0,28,28,112,69,261,185
ZCTA5 42157,42157,0,0,114,110,0,0,0,0,40,35,154,145,0,0,44,38,0,0,0,0,0,0,44,38,198,183
ZCTA5 42159,42159,2,0,678,802,0,0,0,0,10,0,690,802,0,0,93,55,0,0,0,0,0,0,93,55,783,857
ZCTA5 42160,42160,0,0,457,593,44,40,8,7,157,169,666,809,0,0,48,26,0,0,0,0,53,41,101,67,767,876
ZCTA5 42163,42163,0,0,0,0,0,0,0,0,23,19,23,19,0,0,0,0,0,0,0,0,0,0,0,0,23,19
ZCTA5 42164,42164,73,96,4853,4961,146,200,322,356,1084,1044,6478,6657,0,0,682,738,0,0,51,0,325,288,1058,1026,7536,7683
ZCTA5 42166,42166,0,0,575,604,0,0,0,0,287,311,862,915,0,0,50,28,0,0,0,0,78,93,128,121,990,1036
ZCTA5 42167,42167,27,14,2591,2500,162,152,197,245,423,462,3400,3373,0,0,300,285,15,16,11,8,93,74,419,383,3819,3756
ZCTA5 42170,42170,9,8,406,388,0,0,2,2,121,157,538,555,0,0,8,119,0,0,0,0,8,8,16,127,554,682
ZCTA5 42171,42171,25,27,2074,2045,0,0,61,29,452,596,2612,2697,0,0,172,85,0,0,0,0,179,210,351,295,2963,2992
ZCTA5 42202,42202,14,3,628,627,0,0,89,88,48,60,779,778,0,0,92,73,0,0,0,11,55,64,147,148,926,926
ZCTA5 42204,42204,0,0,219,250,40,64,0,0,22,10,281,324,0,0,39,75,0,0,7,0,27,24,73,99,354,423
ZCTA5 42206,42206,1,4,1723,1686,20,23,126,93,285,320,2155,2126,0,0,110,158,0,0,18,3,42,18,170,179,2325,2305
ZCTA5 42207,42207,0,0,302,298,0,0,0,0,124,140,426,438,0,0,170,120,0,0,0,0,30,29,200,149,626,587
ZCTA5 42210,42210,0,0,1041,982,41,38,58,80,663,605,1803,1705,0,0,239,219,22,24,5,6,100,104,366,353,2169,2058
ZCTA5 42211,42211,6,24,4190,4303,110,119,301,300,743,739,5350,5485,0,0,1139,970,0,40,68,77,561,526,1768,1613,7118,7098
ZCTA5 42214,42214,0,0,170,183,0,0,0,0,59,84,229,267,0,0,7,0,0,0,6,6,0,0,13,6,242,273
ZCTA5 42215,42215,0,0,439,422,0,0,35,77,128,138,602,637,0,0,18,0,0,0,0,0,0,0,18,0,620,637
ZCTA5 42217,42217,0,4,943,1053,26,29,20,26,317,342,1306,1454,0,0,101,128,7,15,0,0,37,57,145,200,1451,1654
ZCTA5 42220,42220,15,42,1808,1741,35,4,56,76,459,376,2373,2239,0,0,199,225,39,46,0,0,98,143,336,414,2709,2653
ZCTA5 42223,42223,1831,1980,540,550,0,0,1921,1657,13,20,4305,4207,19,21,26,43,8,24,314,261,0,0,367,349,4672,4556
ZCTA5 42232,42232,0,0,249,318,0,0,0,0,16,0,265,318,0,0,75,66,0,0,0,0,0,0,75,66,340,384
ZCTA5 42234,42234,4,13,728,670,4,21,122,121,61,56,919,881,0,0,60,53,0,0,17,0,25,18,102,71,1021,952
ZCTA5 42236,42236,5,8,214,243,0,0,0,0,41,35,260,286,0,0,38,40,0,0,0,0,6,8,44,48,304,334
ZCTA5 42240,42240,233,215,11635,11723,828,959,2691,2457,973,1006,16360,16360,24,0,1394,1356,194,167,371,343,369,437,2352,2303,18712,18663
ZCTA5 42252,42252,0,0,19,11,0,0,0,0,21,0,40,11,0,0,0,0,0,0,0,0,0,0,0,0,40,11
ZCTA5 42254,42254,0,0,99,87,0,0,0,0,2,1,101,88,0,0,1,2,0,0,0,0,7,6,8,8,109,96
ZCTA5 42256,42256,20,19,1453,1588,15,4,115,120,353,370,1956,2101,0,0,771,756,0,0,14,23,131,101,916,880,2872,2981
ZCTA5 42259,42259,0,0,286,308,0,0,0,0,126,150,412,458,4,5,250,243,0,0,0,0,413,409,667,657,1079,1115
ZCTA5 42261,42261,18,19,2409,2255,123,130,275,289,766,883,3591,3576,0,0,333,396,0,0,11,11,294,185,638,592,4229,4168
ZCTA5 42262,42262,45,19,2607,2678,66,48,506,464,289,310,3513,3519,0,0,196,181,46,40,113,136,72,104,427,461,3940,3980
ZCTA5 42265,42265,0,0,328,265,0,0,0,0,0,10,328,275,0,0,44,46,0,0,0,0,0,0,44,46,372,321
ZCTA5 42266,42266,10,0,814,810,4,2,45,55,54,59,927,926,0,0,159,175,15,0,32,25,52,26,258,226,1185,1152
ZCTA5 42273,42273,0,0,129,135,5,4,0,0,117,114,251,253,0,0,48,21,0,0,0,0,17,12,65,33,316,286
ZCTA5 42274,42274,0,0,784,857,0,0,0,0,316,225,1100,1082,0,0,102,0,0,0,0,0,0,0,102,0,1202,1082
ZCTA5 42275,42275,0,0,197,211,0,0,0,0,121,121,318,332,0,0,19,19,0,0,0,0,17,20,36,39,354,371
ZCTA5 42276,42276,62,78,4793,4866,64,70,784,691,449,537,6152,6242,56,59,508,425,0,0,31,44,26,29,621,557,6773,6799
ZCTA5 42280,42280,0,0,62,60,0,0,0,0,80,76,142,136,0,0,63,62,0,0,0,0,0,0,63,62,205,198
ZCTA5 42285,42285,0,0,142,152,0,0,0,0,64,59,206,211,0,0,0,34,0,0,0,0,11,11,11,45,217,256
ZCTA5 42286,42286,15,13,432,486,0,0,3,3,47,54,497,556,0,0,63,61,0,0,0,0,9,0,72,61,569,617
ZCTA5 42301,42301,242,211,13830,13325,1180,1408,2910,2935,387,498,18549,18377,0,0,940,1056,181,158,103,146,86,96,1310,1456,19859,19833
ZCTA5 42303,42303,424,393,11962,12340,1130,1066,2297,2265,832,949,16645,17013,81,45,780,667,162,142,311,188,19,0,1353,1042,17998,18055
ZCTA5 42320,42320,17,19,2480,2414,8,8,496,326,389,522,3390,3289,0,0,136,122,0,0,176,175,90,88,402,385,3792,3674
ZCTA5 42321,42321,0,0,143,193,0,0,0,0,25,25,168,218,0,0,29,17,0,0,0,0,0,0,29,17,197,235
ZCTA5 42322,42322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,0,0,0,0,0,0,34,32,34,32
ZCTA5 42323,42323,0,0,185,195,0,0,7,11,40,51,232,257,0,0,27,27,31,0,0,0,0,0,58,27,290,284
ZCTA5 42324,42324,8,9,409,437,0,0,0,0,94,85,511,531,0,0,41,33,0,0,0,0,4,6,45,39,556,570
ZCTA5 42325,42325,0,0,551,717,0,0,0,0,123,54,674,771,0,0,48,36,0,0,0,0,4,5,52,41,726,812
ZCTA5 42326,42326,0,0,90,93,0,0,0,0,48,48,138,141,0,0,26,0,0,0,0,0,0,0,26,0,164,141
ZCTA5 42327,42327,0,0,1257,1228,63,51,30,48,330,247,1680,1574,0,0,166,140,7,7,6,0,27,60,206,207,1886,1781
ZCTA5 42328,42328,19,22,317,313,0,0,0,12,83,115,419,462,0,0,5,29,0,0,0,0,0,16,5,45,424,507
ZCTA5 42330,42330,5,18,2744,2616,0,41,222,261,645,555,3616,3491,0,0,275,279,0,38,0,0,163,209,438,526,4054,4017
ZCTA5 42332,42332,0,0,34,23,0,0,0,0,28,0,62,23,0,0,21,22,0,0,0,0,8,0,29,22,91,45
ZCTA5 42333,42333,21,0,203,265,0,0,0,0,69,85,293,350,0,0,0,0,0,0,0,0,61,62,61,62,354,412
ZCTA5 42337,42337,0,0,458,417,0,5,0,0,198,231,656,653,0,0,44,94,0,0,27,20,0,0,71,114,727,767
ZCTA5 42338,42338,0,0,22,6,0,0,0,0,0,0,22,6,0,0,0,0,0,0,0,0,0,0,0,0,22,6
ZCTA5 42339,42339,0,0,276,279,0,0,0,0,67,72,343,351,0,0,49,57,0,0,0,0,17,30,66,87,409,438
ZCTA5 42343,42343,0,0,350,322,0,0,9,6,220,174,579,502,0,0,90,100,0,0,0,0,81,85,171,185,750,687
ZCTA5 42344,42344,0,0,179,144,0,0,0,0,175,203,354,347,0,0,45,46,0,0,0,0,0,55,45,101,399,448
ZCTA5 42345,42345,0,0,3499,3449,135,98,269,316,528,614,4431,4477,0,0,470,337,36,37,52,19,59,47,617,440,5048,4917
ZCTA5 42347,42347,27,8,1560,1621,33,62,179,189,367,456,2166,2336,0,0,166,112,0,0,6,0,78,45,250,157,2416,2493
ZCTA5 42348,42348,0,0,1448,1347,3,3,65,89,435,532,1951,1971,0,0,182,156,0,0,20,20,43,27,245,203,2196,2174
ZCTA5 42349,42349,0,0,386,414,0,0,0,0,222,230,608,644,0,0,37,35,0,0,0,0,55,53,92,88,700,732
ZCTA5 42350,42350,0,3,405,369,0,0,0,0,112,121,517,493,0,0,66,60,0,0,0,0,20,16,86,76,603,569
ZCTA5 42351,42351,13,17,1108,1171,22,24,204,170,322,221,1669,1603,0,0,53,56,21,12,32,33,13,23,119,124,1788,1727
ZCTA5 42352,42352,0,0,468,585,55,78,96,54,76,76,695,793,0,0,43,42,6,9,11,0,64,56,124,107,819,900
ZCTA5 42354,42354,0,0,56,62,0,0,0,0,26,30,82,92,0,0,5,0,0,0,0,0,4,1,9,1,91,93
ZCTA5 42355,42355,0,0,468,442,0,0,0,0,125,201,593,643,0,0,65,67,0,0,0,0,24,37,89,104,682,747
ZCTA5 42356,42356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 42361,42361,0,0,192,147,0,0,0,0,71,81,263,228,0,0,14,16,0,0,0,0,56,18,70,34,333,262
ZCTA5 42366,42366,0,0,1627,1715,0,0,0,0,295,375,1922,2090,13,0,133,84,26,27,0,0,75,92,247,203,2169,2293
ZCTA5 42367,42367,7,6,253,259,0,0,0,0,85,88,345,353,0,0,64,72,0,0,15,15,36,46,115,133,460,486
ZCTA5 42368,42368,0,0,286,223,0,0,0,0,170,159,456,382,0,0,9,12,0,0,0,0,49,22,58,34,514,416
ZCTA5 42369,42369,0,0,71,61,0,0,0,0,14,15,85,76,0,0,17,18,0,0,0,0,9,3,26,21,111,97
ZCTA5 42370,42370,0,0,34,7,0,0,0,0,0,5,34,12,0,0,0,0,0,0,0,0,0,0,0,0,34,12
ZCTA5 42371,42371,0,0,141,133,0,0,0,0,8,32,149,165,0,0,37,38,0,0,0,0,26,24,63,62,212,227
ZCTA5 42372,42372,0,0,524,498,20,22,51,42,117,159,712,721,0,0,65,80,0,0,0,0,25,28,90,108,802,829
ZCTA5 42374,42374,2,3,30,41,0,0,0,0,10,5,42,49,0,0,13,13,0,0,0,0,0,0,13,13,55,62
ZCTA5 42376,42376,16,13,2094,2247,4,6,40,38,298,274,2452,2578,0,0,90,123,0,0,0,0,72,99,162,222,2614,2800
ZCTA5 42378,42378,0,0,1031,1096,0,0,57,41,182,275,1270,1412,0,0,99,71,0,0,10,10,0,0,109,81,1379,1493
ZCTA5 42404,42404,3,2,659,711,0,3,49,35,149,144,860,895,0,0,98,103,0,0,0,0,57,70,155,173,1015,1068
ZCTA5 42406,42406,0,0,814,833,0,3,22,21,122,121,958,978,0,0,125,143,0,0,0,0,9,6,134,149,1092,1127
ZCTA5 42408,42408,0,0,1645,1796,19,19,195,171,663,472,2522,2458,0,0,455,498,0,0,49,46,89,73,593,617,3115,3075
ZCTA5 42409,42409,57,39,568,605,13,15,10,15,167,121,815,795,0,0,98,119,0,0,3,9,33,58,134,186,949,981
ZCTA5 42410,42410,0,0,366,365,0,0,20,35,52,27,438,427,0,0,200,166,0,0,17,29,10,0,227,195,665,622
ZCTA5 42411,42411,0,0,642,644,0,0,12,6,125,138,779,788,0,0,126,100,0,0,0,0,9,10,135,110,914,898
ZCTA5 42413,42413,0,0,995,1049,0,0,0,0,64,63,1059,1112,0,0,55,67,0,0,0,0,13,11,68,78,1127,1190
ZCTA5 42420,42420,272,259,10527,10830,1199,1026,2581,2614,1199,1303,15778,16032,55,54,640,371,389,402,241,277,204,180,1529,1284,17307,17316
ZCTA5 42431,42431,79,98,8509,8620,272,267,1224,1109,713,780,10797,10874,0,4,966,995,39,40,307,319,191,337,1503,1695,12300,12569
ZCTA5 42436,42436,0,0,318,334,0,0,0,0,242,270,560,604,0,0,35,35,0,0,0,0,0,0,35,35,595,639
ZCTA5 42437,42437,19,16,2145,2029,19,16,235,202,260,417,2678,2680,0,0,339,320,0,0,42,41,66,67,447,428,3125,3108
ZCTA5 42440,42440,0,0,367,287,0,0,1,0,41,25,409,312,0,0,24,33,0,0,8,8,14,14,46,55,455,367
ZCTA5 42441,42441,9,7,499,460,0,0,0,0,192,154,700,621,0,0,19,57,0,0,0,0,55,33,74,90,774,711
ZCTA5 42442,42442,19,0,768,808,3,4,56,58,262,243,1108,1113,0,0,121,131,8,0,0,0,62,42,191,173,1299,1286
ZCTA5 42444,42444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 42445,42445,9,25,3234,3366,163,89,376,408,525,460,4307,4348,0,0,561,526,0,0,40,0,29,39,630,565,4937,4913
ZCTA5 42450,42450,71,114,1203,1217,34,29,142,122,223,175,1673,1657,0,0,223,121,23,23,139,113,11,0,396,257,2069,1914
ZCTA5 42451,42451,0,0,116,119,0,0,0,0,74,35,190,154,0,0,0,0,0,0,0,0,0,0,0,0,190,154
ZCTA5 42452,42452,0,0,775,689,4,0,0,0,155,116,934,805,0,0,66,72,0,0,0,0,43,47,109,119,1043,924
ZCTA5 42453,42453,0,0,158,140,0,0,0,0,47,44,205,184,0,0,4,4,0,0,0,0,2,4,6,8,211,192
ZCTA5 42455,42455,0,0,760,835,9,22,59,46,233,227,1061,1130,0,0,72,79,0,0,7,0,95,69,174,148,1235,1278
ZCTA5 42456,42456,0,0,495,515,0,0,11,10,137,184,643,709,0,0,25,15,0,0,0,0,32,4,57,19,700,728
ZCTA5 42458,42458,0,0,331,309,0,0,0,0,75,76,406,385,0,0,41,68,0,0,0,0,0,0,41,68,447,453
ZCTA5 42459,42459,20,16,1289,1272,41,49,82,84,127,127,1559,1548,0,0,140,104,0,0,0,0,77,77,217,181,1776,1729
ZCTA5 42461,42461,0,0,410,493,0,0,16,5,98,116,524,614,13,0,79,70,0,0,8,10,20,13,120,93,644,707
ZCTA5 42462,42462,0,0,381,396,0,0,10,13,49,90,440,499,0,0,27,27,0,0,0,0,24,61,51,88,491,587
ZCTA5 42463,42463,0,0,63,63,0,0,0,0,2,0,65,63,0,0,4,6,0,0,0,0,0,0,4,6,69,69
ZCTA5 42464,42464,0,0,582,494,0,0,0,0,218,234,800,728,0,0,57,74,3,2,50,51,9,11,119,138,919,866
ZCTA5 42501,42501,200,159,4274,4689,307,135,616,692,1131,972,6528,6647,0,0,745,878,122,43,72,72,377,399,1316,1392,7844,8039
ZCTA5 42503,42503,445,380,7093,7212,201,220,1475,1682,1048,865,10262,10359,0,0,592,718,20,20,166,157,446,334,1224,1229,11486,11588
ZCTA5 42516,42516,0,0,162,194,0,0,0,0,29,28,191,222,0,0,0,0,0,0,0,0,18,16,18,16,209,238
ZCTA5 42518,42518,14,17,775,733,0,0,0,8,309,361,1098,1119,41,40,266,280,0,0,592,605,162,108,1061,1033,2159,2152
ZCTA5 42519,42519,8,13,714,737,0,0,0,0,515,368,1237,1118,25,0,727,762,0,0,77,34,247,230,1076,1026,2313,2144
ZCTA5 42528,42528,11,11,533,639,0,0,0,0,137,118,681,768,0,0,138,114,0,0,0,0,43,38,181,152,862,920
ZCTA5 42533,42533,2,0,323,323,0,0,31,24,11,16,367,363,0,0,31,26,0,0,18,16,0,0,49,42,416,405
ZCTA5 42539,42539,8,28,2654,2608,67,35,239,199,881,903,3849,3773,0,0,559,516,0,0,0,24,220,189,779,729,4628,4502
ZCTA5 42541,42541,0,0,91,156,0,0,0,0,30,29,121,185,0,0,76,77,0,0,0,0,0,0,76,77,197,262
ZCTA5 42544,42544,0,0,1663,1818,0,0,0,0,672,589,2335,2407,0,0,980,835,0,0,46,44,384,379,1410,1258,3745,3665
ZCTA5 42553,42553,23,12,1735,1666,5,0,46,51,462,522,2271,2251,0,0,109,96,6,0,6,0,117,79,238,175,2509,2426
ZCTA5 42565,42565,0,0,230,223,0,0,0,0,86,74,316,297,0,0,73,40,0,0,0,0,0,0,73,40,389,337
ZCTA5 42566,42566,0,0,108,132,0,0,0,0,6,32,114,164,0,0,83,54,0,0,0,0,40,17,123,71,237,235
ZCTA5 42567,42567,22,0,1443,1403,0,0,13,15,728,800,2206,2218,0,0,287,361,0,0,0,0,230,193,517,554,2723,2772
ZCTA5 42602,42602,19,16,2501,2671,77,100,137,107,909,834,3643,3728,0,0,728,752,16,13,33,22,497,479,1274,1266,4917,4994
ZCTA5 42603,42603,0,0,121,103,0,0,0,0,113,128,234,231,0,0,34,51,0,0,0,0,0,0,34,51,268,282
ZCTA5 42629,42629,3,0,1686,1542,89,105,167,178,384,397,2329,2222,0,0,897,829,42,40,72,85,91,110,1102,1064,3431,3286
ZCTA5 42631,42631,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16
ZCTA5 42633,42633,86,84,4901,5240,61,9,424,533,1914,1670,7386,7536,22,22,1090,1027,51,50,191,132,487,513,1841,1744,9227,9280
ZCTA5 42634,42634,0,0,349,364,0,0,6,6,203,191,558,561,0,0,37,43,0,0,0,0,63,97,100,140,658,701
ZCTA5 42635,42635,0,0,910,964,0,0,313,339,326,232,1549,1535,0,0,70,68,0,0,0,0,84,75,154,143,1703,1678
ZCTA5 42638,42638,0,0,34,56,0,0,0,0,21,30,55,86,0,0,56,53,0,0,0,0,0,0,56,53,111,139
ZCTA5 42642,42642,85,98,3215,3607,46,71,259,261,1141,1039,4746,5076,0,8,923,925,38,0,54,97,490,347,1505,1377,6251,6453
ZCTA5 42647,42647,10,9,793,888,18,21,24,28,417,358,1262,1304,0,0,253,161,0,0,0,0,82,71,335,232,1597,1536
ZCTA5 42649,42649,0,0,367,448,0,0,45,19,284,275,696,742,0,0,66,66,0,0,0,0,66,97,132,163,828,905
ZCTA5 42653,42653,19,15,879,894,54,69,54,8,250,221,1256,1207,87,89,236,271,0,0,35,0,222,161,580,521,1836,1728
ZCTA5 42701,42701,820,855,14591,14940,1341,1347,3854,3912,925,937,21531,21991,105,87,1005,768,169,282,299,305,79,132,1657,1574,23188,23565
ZCTA5 42712,42712,16,18,550,612,0,0,10,8,114,111,690,749,0,0,100,105,0,0,0,0,77,83,177,188,867,937
ZCTA5 42713,42713,7,0,528,531,0,0,6,2,163,159,704,692,0,0,98,116,0,0,5,6,19,38,122,160,826,852
ZCTA5 42715,42715,0,0,70,88,0,0,0,0,22,47,92,135,0,0,0,17,0,0,0,0,10,17,10,34,102,169
ZCTA5 42716,42716,0,0,569,627,0,0,0,0,63,83,632,710,0,0,32,23,0,0,0,0,64,42,96,65,728,775
ZCTA5 42717,42717,69,32,1786,1789,60,38,140,140,465,447,2520,2446,15,16,497,570,0,0,41,37,336,346,889,969,3409,3415
ZCTA5 42718,42718,220,80,7973,7965,131,191,852,915,781,1029,9957,10180,0,0,934,857,0,0,32,25,288,227,1254,1109,11211,11289
ZCTA5 42721,42721,0,12,933,971,6,1,23,27,365,417,1327,1428,0,0,283,242,0,0,6,6,75,45,364,293,1691,1721
ZCTA5 42722,42722,0,0,120,112,0,0,13,7,19,23,152,142,0,0,21,28,0,0,0,0,23,30,44,58,196,200
ZCTA5 42724,42724,15,15,1512,1586,17,17,25,43,352,391,1921,2052,0,0,29,49,0,0,57,50,0,0,86,99,2007,2151
ZCTA5 42726,42726,16,48,1403,1369,35,57,76,71,293,331,1823,1876,0,0,761,721,0,0,0,0,437,380,1198,1101,3021,2977
ZCTA5 42728,42728,101,105,4286,4458,115,145,372,388,982,1004,5856,6100,0,0,985,973,20,22,77,53,479,362,1561,1410,7417,7510
ZCTA5 42729,42729,29,30,476,454,0,0,0,0,117,169,622,653,0,0,222,221,0,0,0,0,229,207,451,428,1073,1081
