Geographic_Area_Name,zipCode,Charged_for_other_fuels!!$250_to_$749_2021,Charged_for_other_fuels!!$250_to_$749_2022,Charged_for_other_fuels!!$250_to_$749_2023,Charged_for_other_fuels!!$750+units_2021,Charged_for_other_fuels!!$750+units_2022,Charged_for_other_fuels!!$750+units_2023,Charged_for_other_fuels!!Less_than_$250_2021,Charged_for_other_fuels!!Less_than_$250_2022,Charged_for_other_fuels!!Less_than_$250_2023,Charged_for_other_fuels_2021,Charged_for_other_fuels_2022,Charged_for_other_fuels_2023,"Not_charged,_not_used,_or_payment_included_in_other_fees_2021","Not_charged,_not_used,_or_payment_included_in_other_fees_2022","Not_charged,_not_used,_or_payment_included_in_other_fees_2023",Total_2021,Total_2022,Total_2023
ZCTA5 59101,59101,240,247,262,230,222,220,227,203,226,697,672,708,16042,16468,16838,16739,17140,17546
ZCTA5 59102,59102,124,92,82,56,133,124,129,180,149,309,405,355,20532,20658,21049,20841,21063,21404
ZCTA5 59105,59105,206,183,195,143,149,173,84,147,169,433,479,537,12529,12833,13027,12962,13312,13564
ZCTA5 59106,59106,30,52,54,126,60,74,64,76,45,220,188,173,7579,7269,7631,7799,7457,7804
ZCTA5 59201,59201,14,29,27,17,37,31,21,24,19,52,90,77,1631,1564,1572,1683,1654,1649
ZCTA5 59211,59211,6,6,0,23,8,9,0,0,0,29,14,9,21,33,41,50,47,50
ZCTA5 59212,59212,2,4,41,0,0,8,0,0,1,2,4,50,127,118,122,129,122,172
ZCTA5 59213,59213,3,4,2,27,25,21,1,1,0,31,30,23,195,208,210,226,238,233
ZCTA5 59214,59214,0,0,0,8,9,6,0,0,0,8,9,6,19,18,13,27,27,19
ZCTA5 59215,59215,19,12,12,8,5,16,8,12,13,35,29,41,425,404,435,460,433,476
ZCTA5 59217,59217,0,0,0,0,0,0,0,0,0,0,0,0,70,66,65,70,66,65
ZCTA5 59218,59218,23,13,10,16,28,30,0,0,0,39,41,40,335,344,297,374,385,337
ZCTA5 59219,59219,9,9,2,12,8,8,6,4,4,27,21,14,65,41,36,92,62,50
ZCTA5 59221,59221,11,5,7,9,9,18,20,5,4,40,19,29,816,800,784,856,819,813
ZCTA5 59222,59222,0,0,0,7,8,6,0,0,0,7,8,6,104,111,113,111,119,119
ZCTA5 59223,59223,0,0,0,0,0,4,0,0,0,0,0,4,26,21,17,26,21,21
ZCTA5 59225,59225,2,6,8,8,8,11,4,2,2,14,16,21,130,122,135,144,138,156
ZCTA5 59226,59226,2,1,0,14,11,17,0,1,1,16,13,18,156,159,152,172,172,170
ZCTA5 59230,59230,34,44,31,85,42,38,43,62,81,162,148,150,1704,1567,1685,1866,1715,1835
ZCTA5 59231,59231,8,9,13,0,0,0,0,0,0,8,9,13,135,148,107,143,157,120
ZCTA5 59240,59240,0,0,0,0,0,0,0,0,0,0,0,0,8,9,12,8,9,12
ZCTA5 59241,59241,2,0,0,10,17,18,2,2,2,14,19,20,176,182,197,190,201,217
ZCTA5 59242,59242,0,0,0,0,2,5,0,0,0,0,2,5,26,30,22,26,32,27
ZCTA5 59243,59243,4,4,2,2,2,0,6,6,0,12,12,2,105,142,128,117,154,130
ZCTA5 59244,59244,1,2,2,0,0,0,3,1,1,4,3,3,10,7,11,14,10,14
ZCTA5 59247,59247,15,9,3,16,15,18,0,0,0,31,24,21,135,132,136,166,156,157
ZCTA5 59248,59248,8,7,4,47,41,40,2,2,2,57,50,46,298,336,352,355,386,398
ZCTA5 59250,59250,0,0,7,6,7,2,0,0,0,6,7,9,72,100,71,78,107,80
ZCTA5 59252,59252,0,0,0,5,4,2,1,2,2,6,6,4,24,27,17,30,33,21
ZCTA5 59253,59253,0,0,0,0,0,0,0,0,0,0,0,0,34,30,25,34,30,25
ZCTA5 59254,59254,62,22,27,98,121,124,0,0,0,160,143,151,630,654,649,790,797,800
ZCTA5 59255,59255,22,19,11,15,5,10,35,39,38,72,63,59,732,694,628,804,757,687
ZCTA5 59256,59256,0,0,0,0,0,0,0,0,0,0,0,0,33,45,67,33,45,67
ZCTA5 59257,59257,0,0,0,0,0,0,0,0,0,0,0,0,32,24,47,32,24,47
ZCTA5 59258,59258,3,6,2,6,3,3,2,1,1,11,10,6,63,69,70,74,79,76
ZCTA5 59259,59259,4,6,2,3,1,5,1,2,1,8,9,8,133,166,137,141,175,145
ZCTA5 59260,59260,2,1,2,3,3,0,0,0,0,5,4,2,36,48,56,41,52,58
ZCTA5 59261,59261,3,0,2,0,5,5,0,0,0,3,5,7,201,171,213,204,176,220
ZCTA5 59262,59262,0,0,4,1,14,14,7,11,4,8,25,22,276,252,235,284,277,257
ZCTA5 59263,59263,17,16,18,31,37,46,28,14,12,76,67,76,543,474,476,619,541,552
ZCTA5 59270,59270,24,48,50,70,51,45,0,0,1,94,99,96,3392,3387,3471,3486,3486,3567
ZCTA5 59273,59273,1,1,1,0,0,0,2,1,1,3,2,2,2,2,2,5,4,4
ZCTA5 59274,59274,6,11,14,10,7,4,22,27,26,38,45,44,114,95,109,152,140,153
ZCTA5 59275,59275,6,20,17,6,3,8,2,2,3,14,25,28,167,160,170,181,185,198
ZCTA5 59276,59276,2,2,2,0,0,0,0,0,0,2,2,2,7,9,8,9,11,10
ZCTA5 59301,59301,122,142,118,23,48,50,98,81,77,243,271,245,4459,4566,4629,4702,4837,4874
ZCTA5 59311,59311,0,0,0,1,0,0,14,12,8,15,12,8,59,55,58,74,67,66
ZCTA5 59312,59312,0,0,0,0,1,2,0,0,0,0,1,2,3,4,2,3,5,4
ZCTA5 59313,59313,8,8,9,2,3,16,38,51,56,48,62,81,908,892,877,956,954,958
ZCTA5 59314,59314,0,0,0,0,0,0,1,1,1,1,1,1,35,29,47,36,30,48
ZCTA5 59315,59315,0,0,0,2,6,7,0,0,0,2,6,7,30,38,29,32,44,36
ZCTA5 59316,59316,0,4,4,0,0,0,0,0,0,0,4,4,13,9,6,13,13,10
ZCTA5 59317,59317,26,7,9,19,27,28,14,14,10,59,48,47,387,408,409,446,456,456
ZCTA5 59318,59318,0,0,0,2,3,3,0,0,0,2,3,3,39,47,43,41,50,46
ZCTA5 59319,59319,1,1,0,0,2,3,0,4,6,1,7,9,9,10,11,10,17,20
ZCTA5 59322,59322,0,0,0,0,0,0,2,4,2,2,4,2,27,39,35,29,43,37
ZCTA5 59323,59323,76,77,64,24,35,72,66,73,62,166,185,198,747,756,688,913,941,886
ZCTA5 59324,59324,12,21,20,25,22,29,8,13,19,45,56,68,334,275,275,379,331,343
ZCTA5 59326,59326,8,4,7,5,8,9,0,0,0,13,12,16,75,93,97,88,105,113
ZCTA5 59327,59327,16,14,11,47,63,46,26,9,7,89,86,64,832,894,942,921,980,1006
ZCTA5 59330,59330,17,3,11,40,27,27,25,8,5,82,38,43,3592,3439,3407,3674,3477,3450
ZCTA5 59332,59332,0,0,0,0,0,0,0,0,1,0,0,1,80,87,78,80,87,79
ZCTA5 59333,59333,0,0,0,4,5,8,3,3,2,7,8,10,0,0,1,7,8,11
ZCTA5 59336,59336,2,2,1,4,6,5,0,0,2,6,8,8,86,70,64,92,78,72
ZCTA5 59337,59337,4,11,11,3,3,10,0,0,0,7,14,21,277,266,264,284,280,285
ZCTA5 59338,59338,26,18,12,3,4,6,6,5,4,35,27,22,53,58,62,88,85,84
ZCTA5 59339,59339,5,5,4,5,3,2,3,7,10,13,15,16,39,49,51,52,64,67
ZCTA5 59343,59343,0,0,0,3,4,5,2,2,0,5,6,5,17,14,14,22,20,19
ZCTA5 59344,59344,9,7,8,4,6,4,4,0,0,17,13,12,196,161,129,213,174,141
ZCTA5 59345,59345,1,1,1,0,0,0,0,0,0,1,1,1,32,20,20,33,21,21
ZCTA5 59347,59347,9,6,11,2,2,0,0,0,42,11,8,53,138,126,121,149,134,174
ZCTA5 59349,59349,0,0,0,0,0,12,2,0,0,2,0,12,389,387,396,391,387,408
ZCTA5 59351,59351,0,3,2,0,0,0,4,0,0,4,3,2,89,94,98,93,97,100
ZCTA5 59353,59353,10,12,12,4,4,11,0,3,3,14,19,26,420,449,447,434,468,473
ZCTA5 59354,59354,0,0,0,0,0,0,0,0,0,0,0,0,7,53,69,7,53,69
ZCTA5 59401,59401,44,37,33,74,54,37,138,157,123,256,248,193,5849,5840,5958,6105,6088,6151
ZCTA5 59404,59404,435,379,405,128,208,211,195,232,246,758,819,862,10155,10140,10157,10913,10959,11019
ZCTA5 59405,59405,220,292,219,109,142,149,150,120,178,479,554,546,13152,13417,13507,13631,13971,14053
ZCTA5 59410,59410,13,9,1,27,33,17,48,36,37,88,78,55,196,201,232,284,279,287
ZCTA5 59411,59411,11,12,10,32,47,57,6,11,6,49,70,73,115,120,108,164,190,181
ZCTA5 59412,59412,93,99,75,104,113,69,22,29,33,219,241,177,387,364,397,606,605,574
ZCTA5 59414,59414,0,0,0,6,5,4,0,0,0,6,5,4,336,322,324,342,327,328
ZCTA5 59416,59416,15,11,5,28,28,21,21,20,24,64,59,50,110,101,110,174,160,160
ZCTA5 59417,59417,215,178,177,120,192,250,40,29,19,375,399,446,1721,1787,1806,2096,2186,2252
ZCTA5 59418,59418,3,3,1,0,0,1,0,0,0,3,3,2,29,25,32,32,28,34
ZCTA5 59419,59419,2,2,1,6,8,1,4,2,2,12,12,4,32,29,23,44,41,27
ZCTA5 59420,59420,12,8,8,4,4,3,0,0,0,16,12,11,63,67,46,79,79,57
ZCTA5 59421,59421,81,86,86,97,78,67,26,24,32,204,188,185,681,737,722,885,925,907
ZCTA5 59422,59422,63,64,79,47,49,35,12,11,17,122,124,131,913,960,965,1035,1084,1096
ZCTA5 59424,59424,10,13,13,2,2,0,0,0,0,12,15,13,5,12,16,17,27,29
ZCTA5 59425,59425,34,23,18,26,32,22,44,43,37,104,98,77,1284,1244,1351,1388,1342,1428
ZCTA5 59427,59427,70,61,31,41,43,44,24,13,18,135,117,93,1450,1500,1504,1585,1617,1597
ZCTA5 59430,59430,21,18,15,105,106,87,9,6,4,135,130,106,95,120,102,230,250,208
ZCTA5 59432,59432,7,6,3,8,9,11,4,2,0,19,17,14,46,44,54,65,61,68
ZCTA5 59433,59433,14,19,13,30,24,30,9,6,8,53,49,51,150,159,140,203,208,191
ZCTA5 59434,59434,8,15,12,7,9,13,3,8,9,18,32,34,152,152,111,170,184,145
ZCTA5 59435,59435,10,13,12,0,0,0,0,0,0,10,13,12,12,11,0,22,24,12
ZCTA5 59436,59436,66,63,66,91,89,62,100,83,88,257,235,216,571,589,607,828,824,823
ZCTA5 59440,59440,41,45,45,0,0,0,1,1,1,42,46,46,73,79,97,115,125,143
ZCTA5 59441,59441,0,0,0,4,2,0,0,0,0,4,2,0,27,42,44,31,44,44
ZCTA5 59442,59442,13,8,13,15,12,0,8,0,0,36,20,13,645,662,702,681,682,715
ZCTA5 59443,59443,12,8,11,40,36,52,2,2,5,54,46,68,157,142,197,211,188,265
ZCTA5 59444,59444,2,1,2,0,0,0,2,0,0,4,1,2,121,87,89,125,88,91
ZCTA5 59446,59446,14,17,13,28,31,38,11,6,10,53,54,61,156,162,175,209,216,236
ZCTA5 59447,59447,15,17,13,5,6,5,1,2,0,21,25,18,92,104,118,113,129,136
ZCTA5 59448,59448,15,13,9,24,26,24,20,13,11,59,52,44,81,105,120,140,157,164
ZCTA5 59450,59450,12,10,14,21,20,23,21,16,12,54,46,49,166,155,162,220,201,211
ZCTA5 59451,59451,6,6,4,6,6,6,0,5,4,12,17,14,67,59,38,79,76,52
ZCTA5 59452,59452,25,25,24,25,32,39,9,7,25,59,64,88,152,165,146,211,229,234
ZCTA5 59453,59453,6,6,5,3,3,6,2,2,0,11,11,11,126,133,134,137,144,145
ZCTA5 59454,59454,4,6,5,3,3,3,6,9,1,13,18,9,51,59,56,64,77,65
ZCTA5 59456,59456,0,12,14,0,0,0,0,0,0,0,12,14,43,60,113,43,72,127
ZCTA5 59457,59457,110,177,144,107,93,139,138,110,74,355,380,357,3791,3674,3846,4146,4054,4203
ZCTA5 59460,59460,66,66,70,7,9,9,0,0,0,73,75,79,38,42,50,111,117,129
ZCTA5 59461,59461,0,0,0,4,6,5,0,0,0,4,6,5,1,22,24,5,28,29
ZCTA5 59462,59462,0,0,0,15,12,4,2,2,5,17,14,9,76,50,50,93,64,59
ZCTA5 59463,59463,0,5,6,0,10,11,6,6,6,6,21,23,59,53,56,65,74,79
ZCTA5 59464,59464,8,12,9,40,41,33,6,9,12,54,62,54,152,169,155,206,231,209
ZCTA5 59465,59465,3,2,3,2,1,1,0,0,1,5,3,5,19,20,15,24,23,20
ZCTA5 59466,59466,0,0,0,1,3,0,0,0,0,1,3,0,48,52,33,49,55,33
ZCTA5 59467,59467,0,6,5,2,2,2,0,1,1,2,9,8,27,16,16,29,25,24
ZCTA5 59468,59468,5,13,14,42,44,45,6,7,9,53,64,68,210,218,252,263,282,320
ZCTA5 59469,59469,0,2,2,3,5,6,0,0,0,3,7,8,34,49,38,37,56,46
ZCTA5 59471,59471,21,22,15,10,24,15,1,1,1,32,47,31,99,98,106,131,145,137
ZCTA5 59472,59472,4,0,0,24,20,13,24,35,31,52,55,44,245,194,195,297,249,239
ZCTA5 59474,59474,32,15,16,43,71,98,28,16,24,103,102,138,1203,1167,1163,1306,1269,1301
ZCTA5 59477,59477,8,6,4,23,23,6,0,0,0,31,29,10,90,96,123,121,125,133
ZCTA5 59479,59479,34,29,31,33,46,40,8,10,9,75,85,80,270,250,267,345,335,347
ZCTA5 59480,59480,23,26,25,24,26,44,9,10,2,56,62,71,78,69,72,134,131,143
ZCTA5 59482,59482,10,6,8,10,14,14,3,2,2,23,22,24,196,197,190,219,219,214
ZCTA5 59483,59483,0,0,0,11,12,33,4,3,0,15,15,33,131,148,128,146,163,161
ZCTA5 59484,59484,0,0,0,0,0,0,0,0,0,0,0,0,51,42,26,51,42,26
ZCTA5 59485,59485,19,15,21,20,18,8,11,14,35,50,47,64,210,206,223,260,253,287
ZCTA5 59486,59486,24,16,20,27,18,21,14,13,8,65,47,49,423,449,429,488,496,478
ZCTA5 59487,59487,27,23,38,30,37,35,31,15,18,88,75,91,448,486,488,536,561,579
ZCTA5 59489,59489,0,3,3,28,26,27,6,6,8,34,35,38,162,144,132,196,179,170
ZCTA5 59501,59501,91,85,132,161,123,149,100,97,79,352,305,360,4620,4700,4667,4972,5005,5027
ZCTA5 59520,59520,8,5,8,24,25,4,13,9,9,45,39,21,388,425,411,433,464,432
ZCTA5 59521,59521,195,183,150,106,110,85,87,76,62,388,369,297,708,658,731,1096,1027,1028
ZCTA5 59522,59522,4,4,5,6,11,15,0,0,1,10,15,21,469,426,403,479,441,424
ZCTA5 59523,59523,41,20,19,25,29,18,6,7,7,72,56,44,869,874,869,941,930,913
ZCTA5 59524,59524,38,30,14,12,43,43,9,8,9,59,81,66,193,158,179,252,239,245
ZCTA5 59525,59525,13,9,9,0,0,21,15,3,3,28,12,33,72,57,53,100,69,86
ZCTA5 59526,59526,58,41,42,10,41,69,16,21,18,84,103,129,669,674,665,753,777,794
ZCTA5 59527,59527,97,83,74,30,37,43,12,16,20,139,136,137,132,131,151,271,267,288
ZCTA5 59528,59528,9,8,1,1,3,8,7,11,8,17,22,17,93,85,87,110,107,104
ZCTA5 59529,59529,9,10,12,1,2,2,4,3,0,14,15,14,35,48,48,49,63,62
ZCTA5 59530,59530,0,0,0,9,4,4,0,0,5,9,4,9,43,45,45,52,49,54
ZCTA5 59531,59531,0,0,0,0,7,8,5,6,5,5,13,13,144,127,122,149,140,135
ZCTA5 59532,59532,0,0,0,3,4,3,0,0,0,3,4,3,64,55,54,67,59,57
ZCTA5 59535,59535,0,0,0,0,5,4,0,0,3,0,5,7,10,10,7,10,15,14
ZCTA5 59537,59537,0,0,0,0,0,0,0,0,0,0,0,0,14,29,10,14,29,10
ZCTA5 59538,59538,32,47,8,0,0,0,5,0,0,37,47,8,1137,1180,1158,1174,1227,1166
ZCTA5 59540,59540,0,0,0,3,3,3,5,0,0,8,3,3,180,194,168,188,197,171
ZCTA5 59542,59542,3,6,2,5,9,9,0,0,0,8,15,11,103,99,106,111,114,117
ZCTA5 59544,59544,0,0,8,5,2,1,0,0,3,5,2,12,74,81,79,79,83,91
ZCTA5 59545,59545,0,0,0,5,2,4,0,0,0,5,2,4,28,32,25,33,34,29
ZCTA5 59546,59546,8,3,0,0,0,0,2,2,0,10,5,0,85,82,129,95,87,129
ZCTA5 59547,59547,0,0,0,7,6,7,2,3,2,9,9,9,19,12,17,28,21,26
ZCTA5 59601,59601,496,476,355,221,221,262,376,255,312,1093,952,929,13462,13622,13836,14555,14574,14765
ZCTA5 59602,59602,517,484,576,460,591,537,277,250,252,1254,1325,1365,9825,10046,10033,11079,11371,11398
ZCTA5 59623,59623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 59625,59625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 59631,59631,2,8,8,28,34,31,13,19,12,43,61,51,109,104,104,152,165,155
ZCTA5 59632,59632,147,149,149,27,46,35,81,94,74,255,289,258,531,628,754,786,917,1012
ZCTA5 59633,59633,0,0,5,4,3,0,11,11,5,15,14,10,125,144,167,140,158,177
ZCTA5 59634,59634,104,138,150,65,71,88,96,108,149,265,317,387,1591,1518,1498,1856,1835,1885
ZCTA5 59635,59635,228,158,182,74,56,57,333,149,168,635,363,407,2522,2826,2958,3157,3189,3365
ZCTA5 59636,59636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12
ZCTA5 59638,59638,7,28,25,38,43,22,23,14,14,68,85,61,153,137,151,221,222,212
ZCTA5 59639,59639,152,140,113,69,79,84,25,5,0,246,224,197,388,352,351,634,576,548
ZCTA5 59640,59640,18,0,0,13,9,10,0,0,6,31,9,16,27,26,37,58,35,53
ZCTA5 59642,59642,0,0,0,19,20,0,0,0,0,19,20,0,15,17,19,34,37,19
ZCTA5 59643,59643,113,114,68,0,32,23,48,42,32,161,188,123,138,131,192,299,319,315
ZCTA5 59644,59644,220,213,230,256,282,246,164,124,72,640,619,548,1276,1299,1289,1916,1918,1837
ZCTA5 59645,59645,118,142,124,124,133,111,32,26,31,274,301,266,353,376,458,627,677,724
ZCTA5 59647,59647,22,19,20,5,11,8,15,21,16,42,51,44,123,121,110,165,172,154
ZCTA5 59648,59648,7,12,37,8,10,20,21,16,15,36,38,72,146,132,129,182,170,201
ZCTA5 59701,59701,380,301,239,391,370,285,203,261,164,974,932,688,13591,13719,14182,14565,14651,14870
ZCTA5 59710,59710,7,7,6,8,10,9,4,4,6,19,21,21,107,90,96,126,111,117
ZCTA5 59711,59711,125,147,138,153,155,201,131,135,128,409,437,467,3886,4014,4216,4295,4451,4683
ZCTA5 59713,59713,0,4,9,6,2,7,1,1,1,7,7,17,56,53,54,63,60,71
ZCTA5 59714,59714,325,283,323,162,132,220,195,261,270,682,676,813,8246,8450,8882,8928,9126,9695
ZCTA5 59715,59715,650,702,586,258,281,305,421,402,341,1329,1385,1232,13571,13847,14454,14900,15232,15686
ZCTA5 59716,59716,35,30,19,68,33,41,38,45,26,141,108,86,868,863,763,1009,971,849
ZCTA5 59718,59718,261,360,392,394,397,394,206,173,351,861,930,1137,16088,16693,17277,16949,17623,18414
ZCTA5 59720,59720,50,48,63,33,41,32,10,11,16,93,100,111,55,72,95,148,172,206
ZCTA5 59721,59721,24,21,14,15,23,24,10,14,29,49,58,67,124,134,136,173,192,203
ZCTA5 59722,59722,48,58,67,70,93,143,145,121,100,263,272,310,1565,1527,1520,1828,1799,1830
ZCTA5 59724,59724,6,9,9,21,18,13,0,0,0,27,27,22,24,25,21,51,52,43
ZCTA5 59725,59725,151,193,242,178,244,193,77,87,70,406,524,505,2900,2969,3013,3306,3493,3518
ZCTA5 59727,59727,7,6,9,17,18,23,10,8,9,34,32,41,81,89,82,115,121,123
ZCTA5 59728,59728,14,4,7,4,10,12,0,0,0,18,14,19,118,151,144,136,165,163
ZCTA5 59729,59729,50,63,83,68,44,58,62,44,60,180,151,201,851,886,917,1031,1037,1118
ZCTA5 59730,59730,75,97,94,48,37,38,43,34,33,166,168,165,602,734,789,768,902,954
ZCTA5 59731,59731,1,1,5,3,3,8,17,26,11,21,30,24,30,41,49,51,71,73
ZCTA5 59732,59732,8,7,8,7,4,6,13,8,6,28,19,20,46,45,46,74,64,66
ZCTA5 59733,59733,5,3,6,5,8,17,9,17,12,19,28,35,39,26,28,58,54,63
ZCTA5 59735,59735,23,30,25,13,7,21,7,7,17,43,44,63,52,51,51,95,95,114
ZCTA5 59736,59736,2,1,1,4,5,4,4,4,2,10,10,7,64,56,56,74,66,63
ZCTA5 59739,59739,6,5,12,31,28,32,4,3,0,41,36,44,105,107,93,146,143,137
ZCTA5 59740,59740,8,13,11,0,0,0,0,0,0,8,13,11,201,184,227,209,197,238
ZCTA5 59741,59741,71,83,83,34,44,116,49,41,44,154,168,243,1826,1911,1997,1980,2079,2240
ZCTA5 59743,59743,4,5,4,10,6,8,5,3,3,19,14,15,65,67,73,84,81,88
ZCTA5 59745,59745,7,3,6,2,3,5,10,13,3,19,19,14,24,31,32,43,50,46
ZCTA5 59746,59746,14,7,2,2,2,1,2,3,2,18,12,5,44,37,44,62,49,49
ZCTA5 59747,59747,5,10,10,14,14,18,5,6,2,24,30,30,41,42,43,65,72,73
ZCTA5 59748,59748,8,13,10,7,3,4,0,0,0,15,16,14,95,81,84,110,97,98
ZCTA5 59749,59749,70,87,77,41,40,45,44,49,47,155,176,169,607,614,589,762,790,758
ZCTA5 59750,59750,13,5,10,12,17,20,3,2,3,28,24,33,80,87,100,108,111,133
ZCTA5 59751,59751,16,17,12,11,17,19,0,0,0,27,34,31,41,36,41,68,70,72
ZCTA5 59752,59752,116,156,145,52,59,103,81,63,71,249,278,319,1295,1420,1587,1544,1698,1906
ZCTA5 59754,59754,36,41,31,35,19,15,20,9,7,91,69,53,328,313,351,419,382,404
ZCTA5 59755,59755,9,8,8,18,22,18,2,4,5,29,34,31,26,22,27,55,56,58
ZCTA5 59756,59756,0,0,0,0,0,0,0,0,0,0,0,0,16,15,8,16,15,8
ZCTA5 59758,59758,64,43,47,29,36,24,18,10,8,111,89,79,568,611,735,679,700,814
ZCTA5 59759,59759,283,161,149,144,240,211,169,170,136,596,571,496,1035,1028,1155,1631,1599,1651
ZCTA5 59760,59760,6,4,10,3,3,3,6,4,3,15,11,16,101,103,88,116,114,104
ZCTA5 59761,59761,21,16,13,33,38,37,7,3,4,61,57,54,96,88,87,157,145,141
ZCTA5 59762,59762,14,15,13,3,2,3,12,9,9,29,26,25,96,81,85,125,107,110
ZCTA5 59801,59801,43,18,15,50,24,53,99,82,63,192,124,131,14326,14462,14756,14518,14586,14887
ZCTA5 59802,59802,121,108,123,104,94,105,254,278,250,479,480,478,8329,8401,8886,8808,8881,9364
ZCTA5 59803,59803,56,98,75,76,75,101,17,42,44,149,215,220,6158,6159,6356,6307,6374,6576
ZCTA5 59804,59804,49,51,37,59,50,45,67,46,36,175,147,118,2953,3118,3243,3128,3265,3361
ZCTA5 59808,59808,127,138,150,84,121,131,123,128,125,334,387,406,8531,9051,9120,8865,9438,9526
ZCTA5 59812,59812,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,6,7
ZCTA5 59820,59820,73,65,60,171,157,117,23,33,21,267,255,198,537,575,588,804,830,786
ZCTA5 59821,59821,153,143,124,108,155,155,48,49,41,309,347,320,654,595,622,963,942,942
ZCTA5 59823,59823,85,77,83,121,151,147,46,68,87,252,296,317,484,477,497,736,773,814
ZCTA5 59824,59824,110,95,83,60,90,95,30,29,24,200,214,202,376,376,364,576,590,566
ZCTA5 59825,59825,70,40,58,94,100,79,27,17,11,191,157,148,679,714,776,870,871,924
ZCTA5 59826,59826,29,34,26,22,21,17,4,5,10,55,60,53,227,261,241,282,321,294
ZCTA5 59827,59827,22,10,3,0,38,38,4,10,7,26,58,48,119,117,111,145,175,159
ZCTA5 59828,59828,251,163,136,34,105,275,104,119,122,389,387,533,1904,1950,1849,2293,2337,2382
ZCTA5 59829,59829,238,169,96,76,114,117,89,109,90,403,392,303,697,696,728,1100,1088,1031
ZCTA5 59830,59830,10,7,0,3,4,5,0,0,0,13,11,5,63,53,45,76,64,50
ZCTA5 59831,59831,40,37,34,32,33,32,22,9,12,94,79,78,118,115,101,212,194,179
ZCTA5 59832,59832,14,5,10,15,21,15,4,3,2,33,29,27,286,272,288,319,301,315
ZCTA5 59833,59833,203,230,241,204,126,199,50,65,53,457,421,493,1754,1818,1833,2211,2239,2326
ZCTA5 59834,59834,100,79,41,144,235,258,56,57,100,300,371,399,537,474,505,837,845,904
ZCTA5 59837,59837,3,2,2,11,10,10,19,14,14,33,26,26,110,135,156,143,161,182
ZCTA5 59840,59840,316,263,387,287,339,442,416,402,360,1019,1004,1189,5646,5550,5275,6665,6554,6464
ZCTA5 59841,59841,42,35,17,63,72,69,9,11,14,114,118,100,78,87,93,192,205,193
ZCTA5 59842,59842,4,7,5,13,10,11,0,0,0,17,17,16,32,39,26,49,56,42
ZCTA5 59843,59843,8,8,3,11,20,28,14,14,6,33,42,37,77,57,67,110,99,104
ZCTA5 59844,59844,29,24,17,50,52,50,27,28,32,106,104,99,147,155,145,253,259,244
ZCTA5 59845,59845,76,71,59,76,95,95,22,9,13,174,175,167,433,403,394,607,578,561
ZCTA5 59846,59846,49,57,77,102,96,90,52,41,23,203,194,190,396,440,331,599,634,521
ZCTA5 59847,59847,104,91,107,52,59,97,8,5,4,164,155,208,2462,2506,2537,2626,2661,2745
ZCTA5 59848,59848,3,2,2,4,5,6,0,7,9,7,14,17,38,34,23,45,48,40
ZCTA5 59851,59851,0,0,0,0,0,0,0,0,0,0,0,0,60,30,43,60,30,43
ZCTA5 59853,59853,38,76,80,68,71,85,25,16,18,131,163,183,254,221,224,385,384,407
ZCTA5 59854,59854,5,11,11,7,5,6,3,1,1,15,17,18,79,74,66,94,91,84
ZCTA5 59855,59855,9,0,0,14,0,0,0,0,0,23,0,0,182,184,219,205,184,219
ZCTA5 59856,59856,4,0,0,4,4,0,0,0,0,8,4,0,56,85,54,64,89,54
ZCTA5 59858,59858,37,17,26,40,61,56,20,15,9,97,93,91,550,578,586,647,671,677
ZCTA5 59859,59859,253,212,249,194,338,323,138,133,99,585,683,671,1164,1173,1197,1749,1856,1868
ZCTA5 59860,59860,383,347,359,265,276,271,270,242,245,918,865,875,3621,3795,3890,4539,4660,4765
ZCTA5 59863,59863,0,0,0,7,7,7,9,7,7,16,14,14,82,75,68,98,89,82
ZCTA5 59864,59864,304,215,157,155,306,293,88,65,66,547,586,516,1913,1961,1950,2460,2547,2466
ZCTA5 59865,59865,151,182,182,117,126,149,45,40,26,313,348,357,978,961,890,1291,1309,1247
ZCTA5 59866,59866,82,82,90,45,58,29,16,3,6,143,143,125,323,326,356,466,469,481
ZCTA5 59867,59867,0,0,0,0,0,0,0,0,0,0,0,0,21,10,32,21,10,32
ZCTA5 59868,59868,41,25,62,55,77,101,75,70,68,171,172,231,803,754,649,974,926,880
ZCTA5 59870,59870,683,663,719,429,471,364,165,151,178,1277,1285,1261,3418,3557,3596,4695,4842,4857
ZCTA5 59871,59871,30,31,24,28,29,24,37,26,4,95,86,52,74,60,85,169,146,137
ZCTA5 59872,59872,189,188,140,71,85,104,37,52,58,297,325,302,641,733,817,938,1058,1119
ZCTA5 59873,59873,124,79,105,120,243,394,43,15,5,287,337,504,997,896,797,1284,1233,1301
ZCTA5 59874,59874,70,94,62,127,114,109,79,77,52,276,285,223,547,508,569,823,793,792
ZCTA5 59875,59875,293,208,233,107,132,112,61,38,34,461,378,379,1171,1252,1246,1632,1630,1625
ZCTA5 59901,59901,874,882,762,796,816,1116,753,564,632,2423,2262,2510,19704,20928,21444,22127,23190,23954
